headline,snippet,pub_date,web_url
Stocks Are Broadly Higher in Markets Abroad,"Stocks rose broadly in European markets yesterday, as crude oil fell to the lowest level since Hurricane Katrina struck the United States Gulf Coast more than a week ago.     A lower oil price may provide ''a boost to the economy,'' said Richard B...",2005-09-06T05:00:00+0000,https://www.nytimes.com/2005/09/06/business/stocks-are-broadly-higher-in-markets-abroad.html
Stocks: Wall St. weathers the worst of Katrina,,2005-09-03T05:00:00+0000,https://www.nytimes.com/2005/09/03/business/worldbusiness/stocks-wall-st-weathers-the-worst-of-katrina.html
Stocks: Rising gasoline prices bring out the bears,,2005-09-02T05:00:00+0000,https://www.nytimes.com/2005/09/02/business/worldbusiness/stocks-rising-gasoline-prices-bring-out-the-bears.html
Stocks: Retreat in oil price comforts U.S. investors,,2005-09-01T05:00:00+0000,https://www.nytimes.com/2005/09/01/business/worldbusiness/stocks-retreat-in-oil-price-comforts-us-investors.html
Stocks: Storm rings up profits for U.S. oil producers,,2005-08-31T05:00:00+0000,https://www.nytimes.com/2005/08/31/business/worldbusiness/stocks-storm-rings-up-profits-for-us-oil-producers.html
Stocks: Finding a silver lining behind Katrina's clouds,,2005-08-30T05:00:00+0000,https://www.nytimes.com/2005/08/30/business/worldbusiness/stocks-finding-a-silver-lining-behind-katrinas-clouds.html
Stocks: Oil and Greenspan undercut Wall St.,,2005-08-27T05:00:00+0000,https://www.nytimes.com/2005/08/27/business/worldbusiness/stocks-oil-and-greenspan-undercut-wall-st.html
Stocks: Acquisitions bring out the bargain hunters,,2005-08-26T05:00:00+0000,https://www.nytimes.com/2005/08/26/business/worldbusiness/stocks-acquisitions-bring-out-the-bargain-hunters.html
Stocks: Wall Street builds on new U.S. home sales,,2005-08-25T05:00:00+0000,https://www.nytimes.com/2005/08/25/business/worldbusiness/stocks-wall-street-builds-on-new-us-home-sales.html
Stocks: Drop in U.S. home sales prompts a sell-off,,2005-08-24T05:00:00+0000,https://www.nytimes.com/2005/08/24/business/worldbusiness/stocks-drop-in-us-home-sales-prompts-a-selloff.html
"Stocks: Summertime, and Wall Street's queasy",,2005-08-23T05:00:00+0000,https://www.nytimes.com/2005/08/23/business/worldbusiness/stocks-summertime-and-wall-streets-queasy.html
Stocks: Coca-Cola upgrade pushes Dow higher,,2005-08-20T05:00:00+0000,https://www.nytimes.com/2005/08/20/business/worldbusiness/stocks-cocacola-upgrade-pushes-dow-higher.html
Stocks: Increase in jobless figure adds to jitters,,2005-08-19T05:00:00+0000,https://www.nytimes.com/2005/08/19/business/worldbusiness/stocks-increase-in-jobless-figure-adds-to-jitters.html
HP earnings encourage Wall St. investors,,2005-08-18T05:00:00+0000,https://www.nytimes.com/2005/08/18/business/worldbusiness/hp-earnings-encourage-wall-st-investors.html
Stocks: Inflation worries and Wal-Mart hit Wall St.,,2005-08-17T05:00:00+0000,https://www.nytimes.com/2005/08/17/business/worldbusiness/stocks-inflation-worries-and-walmart-hit-wall-st.html
Stocks: Retreat of oil prices encourages traders,,2005-08-16T05:00:00+0000,https://www.nytimes.com/2005/08/16/business/worldbusiness/stocks-retreat-of-oil-prices-encourages-traders.html
Stocks: Investors take flight as profits disappoint,,2005-08-13T05:00:00+0000,https://www.nytimes.com/2005/08/13/business/worldbusiness/stocks-investors-take-flight-as-profits-disappoint.html
Stocks: Investors return to buying despite oil prices,,2005-08-12T05:00:00+0000,https://www.nytimes.com/2005/08/12/business/worldbusiness/stocks-investors-return-to-buying-despite-oil-prices.html
Stocks: AIG's upbeat earnings report lifts the S&P,,2005-08-11T05:00:00+0000,https://www.nytimes.com/2005/08/11/business/worldbusiness/stocks-aigs-upbeat-earnings-report-lifts-the-sp.html
Stocks: Investors cheer as oil prices ease off highs,,2005-08-10T05:00:00+0000,https://www.nytimes.com/2005/08/10/business/worldbusiness/stocks-investors-cheer-as-oil-prices-ease-off-highs.html
Stocks: Merger news helps ease oil-inspired losses,,2005-08-09T05:00:00+0000,https://www.nytimes.com/2005/08/09/business/worldbusiness/stocks-merger-news-helps-ease-oilinspired-losses.html
Stocks: Inflation fears send investors scurrying,,2005-08-06T05:00:00+0000,https://www.nytimes.com/2005/08/06/business/worldbusiness/stocks-inflation-fears-send-investors-scurrying.html
Stocks: Disappointing retail sales weigh on Wall St.,,2005-08-05T05:00:00+0000,https://www.nytimes.com/2005/08/05/business/worldbusiness/stocks-disappointing-retail-sales-weigh-on-wall-st.html
Stocks: Oil price's retreat fails to buoy Wall Street,,2005-08-04T05:00:00+0000,https://www.nytimes.com/2005/08/04/business/worldbusiness/stocks-oil-prices-retreat-fails-to-buoy-wall-street.html
Stocks: Earnings and consumer spending drive gains,,2005-08-03T05:00:00+0000,https://www.nytimes.com/2005/08/03/business/worldbusiness/stocks-earnings-and-consumer-spending-drive-gains.html
Stocks: Fed rates and oil prices double team Wall St.,,2005-08-02T05:00:00+0000,https://www.nytimes.com/2005/08/02/business/worldbusiness/stocks-fed-rates-and-oil-prices-double-team-wall-st.html
Profit-taking sends Wall Street lower,,2005-07-30T05:00:00+0000,https://www.nytimes.com/2005/07/30/business/worldbusiness/profittaking-sends-wall-street-lower.html
Stocks: Strong earnings keep Wall Street on a roll,,2005-07-29T05:00:00+0000,https://www.nytimes.com/2005/07/29/business/worldbusiness/stocks-strong-earnings-keep-wall-street-on-a-roll.html
Stocks: Investors cautious ahead of GDP data release,,2005-07-28T05:00:00+0000,https://www.nytimes.com/2005/07/28/business/worldbusiness/stocks-investors-cautious-ahead-of-gdp-data-release.html
Stocks: Strong earnings fail to inspire investors,,2005-07-27T05:00:00+0000,https://www.nytimes.com/2005/07/27/business/worldbusiness/stocks-strong-earnings-fail-to-inspire-investors.html
Stocks: Wall Street sags on Microsoft news,,2005-07-23T05:00:00+0000,https://www.nytimes.com/2005/07/23/business/worldbusiness/stocks-wall-street-sags-on-microsoft-news.html
Stocks: London attacks lead to chill on Wall Street,,2005-07-22T05:00:00+0000,https://www.nytimes.com/2005/07/22/business/worldbusiness/stocks-london-attacks-lead-to-chill-on-wall-street.html
London bombings give U.S. stocks pause,,2005-07-21T05:00:00+0000,https://www.nytimes.com/2005/07/21/world/americas/london-bombings-give-us-stocks-pause.html
Stocks: Upbeat earnings ease anxiety on Wall Stree,,2005-07-21T05:00:00+0000,https://www.nytimes.com/2005/07/21/business/worldbusiness/stocks-upbeat-earnings-ease-anxiety-on-wall-stree.html
Stocks: Day of mixed messages leaves Wall St. flat,,2005-07-14T05:00:00+0000,https://www.nytimes.com/2005/07/14/business/worldbusiness/stocks-day-of-mixed-messages-leaves-wall-st-flat.html
Stocks: Fall in oil price bolsters investor confidence,,2005-07-12T05:00:00+0000,https://www.nytimes.com/2005/07/12/business/worldbusiness/stocks-fall-in-oil-price-bolsters-investor-confidence.html
Stocks: Fall in oil price bolsters investor confidence,,2005-07-12T05:00:00+0000,https://www.nytimes.com/2005/07/12/business/worldbusiness/stocks-fall-in-oil-price-bolsters-investor-confidence.html
Share Prices Defy an Oil Spike and the London Bombings,"Stock markets in Europe rebounded yesterday, wiping out almost all of the losses incurred after Thursday's bombings in London, while stocks moved sharply higher in the United States -- winding up what has turned out to be a surprising week for equ...",2005-07-09T05:00:00+0000,https://www.nytimes.com/2005/07/09/business/worldbusiness/share-prices-defy-an-oil-spike-and-the-london.html
Stocks: Jobs report and oil give Wall Street a lift,,2005-07-09T05:00:00+0000,https://www.nytimes.com/2005/07/09/business/worldbusiness/stocks-jobs-report-and-oil-give-wall-street-a-lift.html
Stocks: U.S. indexes display calm in wake of attacks,,2005-07-08T05:00:00+0000,https://www.nytimes.com/2005/07/08/business/worldbusiness/stocks-us-indexes-display-calm-in-wake-of-attacks.html
"Stocks: Fear of storm lifts oil, and U.S. indexes suffer",,2005-07-07T05:00:00+0000,https://www.nytimes.com/2005/07/07/business/worldbusiness/stocks-fear-of-storm-lifts-oil-and-us-indexes-suffer.html
Stocks: Jump in factory orders helps U.S. sentiment,,2005-07-06T05:00:00+0000,https://www.nytimes.com/2005/07/06/business/worldbusiness/stocks-jump-in-factory-orders-helps-us-sentiment.html
Stocks: Gains by oil companies lift European indexes,,2005-07-05T05:00:00+0000,https://www.nytimes.com/2005/07/05/business/worldbusiness/stocks-gains-by-oil-companies-lift-european-indexes.html
Stocks: Earnings optimism lifts U.S. indexes,,2005-07-02T05:00:00+0000,https://www.nytimes.com/2005/07/02/business/worldbusiness/stocks-earnings-optimism-lifts-us-indexes.html
Stocks: Wall Street mixed after U.S. rate decision,,2005-07-01T05:00:00+0000,https://www.nytimes.com/2005/07/01/business/worldbusiness/stocks-wall-street-mixed-after-us-rate-decision.html
"Stocks: U.S. exchanges tread water, waiting for Fed",,2005-06-30T05:00:00+0000,https://www.nytimes.com/2005/06/30/business/worldbusiness/stocks-us-exchanges-tread-water-waiting-for-fed.html
Stocks: Wall Street cheers sharp retreat in oil prices,,2005-06-29T05:00:00+0000,https://www.nytimes.com/2005/06/29/your-money/stocks-wall-street-cheers-sharp-retreat-in-oil-prices.html
Stocks: Wall Street wallows in lower territory,,2005-06-28T05:00:00+0000,https://www.nytimes.com/2005/06/28/business/worldbusiness/stocks-wall-street-wallows-in-lower-territory.html
"ViewPoints: Setting sun, rising star",,2005-06-25T05:00:00+0000,https://www.nytimes.com/2005/06/25/business/worldbusiness/viewpoints-setting-sun-rising-star.html
Stocks: Wall Street slides on oil price worries,,2005-06-25T05:00:00+0000,https://www.nytimes.com/2005/06/25/business/worldbusiness/stocks-wall-street-slides-on-oil-price-worries.html
"Stocks: Oil price keeps rising, pressuring U.S. stocks",,2005-06-24T05:00:00+0000,https://www.nytimes.com/2005/06/24/business/worldbusiness/stocks-oil-price-keeps-rising-pressuring-us-stocks.html
"Stocks: Stocks are mixed, but low oil helps sentiment",,2005-06-23T05:00:00+0000,https://www.nytimes.com/2005/06/23/business/worldbusiness/stocks-stocks-are-mixed-but-low-oil-helps-sentiment.html
U.S. investors hesitate to buy global stocks,,2005-06-23T05:00:00+0000,https://www.nytimes.com/2005/06/23/business/worldbusiness/us-investors-hesitate-to-buy-global-stocks.html
Stocks: Oil prices dull Wall Street's cheer over deals,,2005-06-22T05:00:00+0000,https://www.nytimes.com/2005/06/22/business/worldbusiness/stocks-oil-prices-dull-wall-streets-cheer-over-deals.html
Stocks: Wall Street stumbles over record price for oil,,2005-06-21T05:00:00+0000,https://www.nytimes.com/2005/06/21/your-money/stocks-wall-street-stumbles-over-record-price-for-oil.html
"Stocks:As oil prices rise, stocks move ahead",,2005-06-18T05:00:00+0000,https://www.nytimes.com/2005/06/18/business/worldbusiness/stocksas-oil-prices-rise-stocks-move-ahead.html
"Stocks: U.S. stocks tread water, seeking clues on Fed",,2005-06-17T05:00:00+0000,https://www.nytimes.com/2005/06/17/business/worldbusiness/stocks-us-stocks-tread-water-seeking-clues-on-fed.html
Stocks: Oil hits U.S. stocks after positive CPI report,,2005-06-16T05:00:00+0000,https://www.nytimes.com/2005/06/16/your-money/stocks-oil-hits-us-stocks-after-positive-cpi-report.html
"Srocks: Led by GM, blue-chips lift Wall Street higher",,2005-06-15T05:00:00+0000,https://www.nytimes.com/2005/06/15/business/worldbusiness/srocks-led-by-gm-bluechips-lift-wall-street-higher.html
Stocks: Oil worries trump Intel's rosy outlook,,2005-06-11T05:00:00+0000,https://www.nytimes.com/2005/06/11/business/worldbusiness/stocks-oil-worries-trump-intels-rosy-outlook.html
Stocks: Greenspan brightens mood on Wall Street,,2005-06-10T05:00:00+0000,https://www.nytimes.com/2005/06/10/business/worldbusiness/stocks-greenspan-brightens-mood-on-wall-street.html
Stocks: Wall St. shrugs off positive company news,,2005-06-09T05:00:00+0000,https://www.nytimes.com/2005/06/09/business/worldbusiness/stocks-wall-st-shrugs-off-positive-company-news.html
Stocks: Greenspan's comments revive Wall Street,,2005-06-08T05:00:00+0000,https://www.nytimes.com/2005/06/08/business/worldbusiness/stocks-greenspans-comments-revive-wall-street.html
Stocks: Summer doldrums set in on Wall Street,,2005-06-07T05:00:00+0000,https://www.nytimes.com/2005/06/07/business/worldbusiness/stocks-summer-doldrums-set-in-on-wall-street.html
Stocks: Oil and job worries combine to end rally,,2005-06-04T05:00:00+0000,https://www.nytimes.com/2005/06/04/business/worldbusiness/stocks-oil-and-job-worries-combine-to-end-rally.html
Stocks: Investors sit out session ahead of jobs report,,2005-06-03T05:00:00+0000,https://www.nytimes.com/2005/06/03/business/worldbusiness/stocks-investors-sit-out-session-ahead-of-jobs-report.html
Stocks: Hope for slower Fed moves bolsters shares,,2005-06-02T05:00:00+0000,https://www.nytimes.com/2005/06/02/business/worldbusiness/stocks-hope-for-slower-fed-moves-bolsters-shares.html
Stocks: Mixed indicators send investors to sidelines,,2005-06-01T05:00:00+0000,https://www.nytimes.com/2005/06/01/business/worldbusiness/stocks-mixed-indicators-send-investors-to-sidelines.html
Stocks: A falling euro lifts the shares of exporters,,2005-05-31T05:00:00+0000,https://www.nytimes.com/2005/05/31/business/worldbusiness/stocks-a-falling-euro-lifts-the-shares-of-exporters.html
Stocks: Wall Street staggers to holiday weekend,,2005-05-28T05:00:00+0000,https://www.nytimes.com/2005/05/28/business/worldbusiness/stocks-wall-street-staggers-to-holiday-weekend.html
Stocks: Growth prospects in U.S. send shares higher,,2005-05-27T05:00:00+0000,https://www.nytimes.com/2005/05/27/business/worldbusiness/stocks-growth-prospects-in-us-send-shares-higher.html
Stocks: Jump in oil price overshadows goods data,,2005-05-26T05:00:00+0000,https://www.nytimes.com/2005/05/26/business/worldbusiness/stocks-jump-in-oil-price-overshadows-goods-data.html
Stocks: Profit-taking ends a week-long rally,,2005-05-21T05:00:00+0000,https://www.nytimes.com/2005/05/21/business/worldbusiness/stocks-profittaking-ends-a-weeklong-rally.html
Stocks: Profit-taking brings Wall St. rally to a halt,,2005-05-20T05:00:00+0000,https://www.nytimes.com/2005/05/20/business/worldbusiness/stocks-profittaking-brings-wall-st-rally-to-a-halt.html
Stocks: Wall Street rallies for a third straight day,,2005-05-19T05:00:00+0000,https://www.nytimes.com/2005/05/19/business/worldbusiness/stocks-wall-street-rallies-for-a-third-straight-day.html
Stocks: Wall Street upset by rise in wholesale prices,,2005-05-18T05:00:00+0000,https://www.nytimes.com/2005/05/18/business/worldbusiness/stocks-wall-street-upset-by-rise-in-wholesale-prices.html
Dollar is still far from a safe bet,,2005-05-17T05:00:00+0000,https://www.nytimes.com/2005/05/17/business/worldbusiness/dollar-is-still-far-from-a-safe-bet.html
